"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 10 09:22:52 CST 2023","Thu Aug 10 09:22:58 CST 2023","5549","","test_10party_mult","Test_multchamet","","","用例12：交友房封面包含内容--用户名",""
"passed","Thu Aug 10 09:49:26 CST 2023","Thu Aug 10 09:49:26 CST 2023","789","","test_10party_mult","Test_multchamet","","","用例127：主播群聊页面上麦",""
"skipped","Thu Aug 10 09:53:24 CST 2023","Thu Aug 10 09:53:38 CST 2023","13829","","test_10party_mult","Test_multchamet","","","用例150：10人交友房主播端打开任务页",""
"passed","Thu Aug 10 09:32:29 CST 2023","Thu Aug 10 09:32:31 CST 2023","2099","","test_10party_mult","Test_multchamet","","","用例56：观众收到上麦邀请检查",""
"passed","Thu Aug 10 09:53:19 CST 2023","Thu Aug 10 09:53:24 CST 2023","4308","","test_10party_mult","Test_multchamet","","","用例149：10人交友房主播端关闭麦克风",""
"passed","Thu Aug 10 09:48:19 CST 2023","Thu Aug 10 09:48:20 CST 2023","457","","test_10party_mult","Test_multchamet","","","用例117：主播端群聊页面检查并播放语音消息",""
"passed","Thu Aug 10 09:40:23 CST 2023","Thu Aug 10 09:40:23 CST 2023","260","","test_10party_mult","Test_multchamet","","","用例79：主播查看是否收到chamet表情",""
"passed","Thu Aug 10 09:44:51 CST 2023","Thu Aug 10 09:46:21 CST 2023","90068","","test_10party_mult","Test_multchamet","","","用例102：主播在交友房给观众送礼物",""
"passed","Thu Aug 10 09:52:43 CST 2023","Thu Aug 10 09:52:51 CST 2023","8120","","test_10party_mult","Test_multchamet","","","用例144：观众端打开幸运数字游戏",""
"passed","Thu Aug 10 09:29:13 CST 2023","Thu Aug 10 09:29:19 CST 2023","5948","","test_10party_mult","Test_multchamet","","","用例48：观众端申请上麦(通过点击交友位)",""
"passed","Thu Aug 10 09:41:03 CST 2023","Thu Aug 10 09:41:04 CST 2023","720","","test_10party_mult","Test_multchamet","","","用例83：主播查看是否收到Facebook表情",""
"passed","Thu Aug 10 09:40:04 CST 2023","Thu Aug 10 09:40:07 CST 2023","3314","","test_10party_mult","Test_multchamet","","","用例76：主播在私聊界面发送消息",""
"passed","Thu Aug 10 09:33:24 CST 2023","Thu Aug 10 09:33:58 CST 2023","33882","","test_10party_mult","Test_multchamet","","","用例61：观众打开主播个人主页半屏浮窗",""
"passed","Thu Aug 10 09:42:22 CST 2023","Thu Aug 10 09:42:39 CST 2023","16946","","test_10party_mult","Test_multchamet","","","用例94：观众私聊界面发送相机照片",""
"passed","Thu Aug 10 09:53:38 CST 2023","Thu Aug 10 09:53:43 CST 2023","5400","","test_10party_mult","Test_multchamet","","","用例151：10人交友房观众端打开任务页",""
"passed","Thu Aug 10 09:23:59 CST 2023","Thu Aug 10 09:24:02 CST 2023","2696","","test_10party_mult","Test_multchamet","","","用例23：主播端查看观众端发言",""
"passed","Thu Aug 10 09:24:58 CST 2023","Thu Aug 10 09:25:13 CST 2023","14394","","test_10party_mult","Test_multchamet","","","用例32：主播端滑动送礼弹窗",""
"passed","Thu Aug 10 09:47:48 CST 2023","Thu Aug 10 09:48:12 CST 2023","24052","","test_10party_mult","Test_multchamet","","","用例114：主播端群聊页面发送google表情",""
"passed","Thu Aug 10 09:51:55 CST 2023","Thu Aug 10 09:51:58 CST 2023","3216","","test_10party_mult","Test_multchamet","","","用例136：主播端打开交友房背景浮窗",""
"passed","Thu Aug 10 09:35:05 CST 2023","Thu Aug 10 09:35:08 CST 2023","3217","","test_10party_mult","Test_multchamet","","","用例64：主播判断观众是否进入交友房",""
"passed","Thu Aug 10 09:28:45 CST 2023","Thu Aug 10 09:29:02 CST 2023","17738","","test_10party_mult","Test_multchamet","","","用例46：嘉宾离开交友位",""
"passed","Thu Aug 10 09:29:02 CST 2023","Thu Aug 10 09:29:13 CST 2023","10296","","test_10party_mult","Test_multchamet","","","用例47：主播端查看嘉宾离开交友位",""
"passed","Thu Aug 10 09:50:52 CST 2023","Thu Aug 10 09:51:54 CST 2023","61704","","test_10party_mult","Test_multchamet","","","用例134：主播端群聊页面送礼",""
