"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 03 11:43:28 CST 2023","Thu Aug 03 11:44:09 CST 2023","40536","","test_10party_mult","Test_multchamet","","","用例104：主播在交友房给观众发私信消息",""
"passed","Thu Aug 03 11:19:46 CST 2023","Thu Aug 03 11:19:54 CST 2023","8272","","test_10party_mult","Test_multchamet","","","用例33：观众端打开送礼弹窗",""
"passed","Thu Aug 03 11:21:59 CST 2023","Thu Aug 03 11:22:00 CST 2023","927","","test_10party_mult","Test_multchamet","","","用例40：主播端申请上麦未读消息检查",""
"passed","Thu Aug 03 11:41:20 CST 2023","Thu Aug 03 11:41:21 CST 2023","728","","test_10party_mult","Test_multchamet","","","用例100：主播端检查私聊页面送礼",""
"passed","Thu Aug 03 11:27:59 CST 2023","Thu Aug 03 11:29:42 CST 2023","102507","","test_10party_mult","Test_multchamet","","","用例62：观众进入主播个人主页",""
"passed","Thu Aug 03 11:40:32 CST 2023","Thu Aug 03 11:40:42 CST 2023","10801","","test_10party_mult","Test_multchamet","","","用例98：观众端左右滑动私聊礼物页面",""
"passed","Thu Aug 03 11:37:27 CST 2023","Thu Aug 03 11:37:43 CST 2023","16645","","test_10party_mult","Test_multchamet","","","用例78：观众私聊页面发送chamet表情",""
"passed","Thu Aug 03 11:16:10 CST 2023","Thu Aug 03 11:16:15 CST 2023","4374","","test_10party_mult","Test_multchamet","","","用例7：刷新交友房卡片页",""
"passed","Thu Aug 03 11:16:04 CST 2023","Thu Aug 03 11:16:04 CST 2023","233","","test_10party_mult","Test_multchamet","","","用例5：交友房警告消息内容检查",""
"passed","Thu Aug 03 11:46:14 CST 2023","Thu Aug 03 11:46:14 CST 2023","151","","test_10party_mult","Test_multchamet","","","用例123：主播端群聊页面检查拍摄图片",""
"passed","Thu Aug 03 11:45:19 CST 2023","Thu Aug 03 11:45:26 CST 2023","6681","","test_10party_mult","Test_multchamet","","","用例116：观众端群聊页面发送语音",""
"passed","Thu Aug 03 11:32:16 CST 2023","Thu Aug 03 11:32:18 CST 2023","2503","","test_10party_mult","Test_multchamet","","","用例68：主播检查是否收到@消息",""
"passed","Thu Aug 03 11:18:28 CST 2023","Thu Aug 03 11:18:28 CST 2023","363","","test_10party_mult","Test_multchamet","","","用例21：观众端查看主播端发言",""
"passed","Thu Aug 03 11:49:20 CST 2023","Thu Aug 03 11:49:27 CST 2023","7041","","test_10party_mult","Test_multchamet","","","用例140：主播端打开赛车游戏",""
"passed","Thu Aug 03 11:23:31 CST 2023","Thu Aug 03 11:24:07 CST 2023","35614","","test_10party_mult","Test_multchamet","","","用例50：主播端从交友位移除嘉宾",""
"passed","Thu Aug 03 11:16:23 CST 2023","Thu Aug 03 11:16:29 CST 2023","5115","","test_10party_mult","Test_multchamet","","","用例9：交友房封面包含内容--头像",""
"passed","Thu Aug 03 11:16:32 CST 2023","Thu Aug 03 11:16:36 CST 2023","4124","","test_10party_mult","Test_multchamet","","","用例11：交友房封面包含内容--语言",""
"passed","Thu Aug 03 11:16:01 CST 2023","Thu Aug 03 11:16:04 CST 2023","2746","","test_10party_mult","Test_multchamet","","","用例3：主播创建10人交友房",""
"passed","Thu Aug 03 11:38:52 CST 2023","Thu Aug 03 11:38:55 CST 2023","2940","","test_10party_mult","Test_multchamet","","","用例87：观众端开启私聊界面翻译功能",""
"passed","Thu Aug 03 11:49:02 CST 2023","Thu Aug 03 11:49:03 CST 2023","893","","test_10party_mult","Test_multchamet","","","用例135：观众端群聊页面检查送礼消息",""
"passed","Thu Aug 03 11:37:43 CST 2023","Thu Aug 03 11:37:43 CST 2023","214","","test_10party_mult","Test_multchamet","","","用例79：主播查看是否收到chamet表情",""
"passed","Thu Aug 03 11:23:21 CST 2023","Thu Aug 03 11:23:25 CST 2023","3833","","test_10party_mult","Test_multchamet","","","用例48：观众端申请上麦(通过点击交友位)",""
"broken","Thu Aug 03 11:44:42 CST 2023","Thu Aug 03 11:44:53 CST 2023","10874","","test_10party_mult","Test_multchamet","","","用例113：主播端群聊页面查看是否收到chamet表情",""
"passed","Thu Aug 03 11:45:41 CST 2023","Thu Aug 03 11:45:41 CST 2023","216","","test_10party_mult","Test_multchamet","","","用例119：观众端群聊页面检查相册图片",""
"passed","Thu Aug 03 11:26:16 CST 2023","Thu Aug 03 11:26:32 CST 2023","15986","","test_10party_mult","Test_multchamet","","","用例55：主播邀请嘉宾上麦",""
"passed","Thu Aug 03 11:26:34 CST 2023","Thu Aug 03 11:26:37 CST 2023","3629","","test_10party_mult","Test_multchamet","","","用例57：主播邀请观众上麦，观众同意上麦",""
"passed","Thu Aug 03 11:41:21 CST 2023","Thu Aug 03 11:42:05 CST 2023","43986","","test_10party_mult","Test_multchamet","","","用例101：观众端私聊页面打开个人主页浮窗",""
"passed","Thu Aug 03 11:46:34 CST 2023","Thu Aug 03 11:46:35 CST 2023","710","","test_10party_mult","Test_multchamet","","","用例126：观众端群聊页面上麦",""
"passed","Thu Aug 03 11:49:33 CST 2023","Thu Aug 03 11:49:35 CST 2023","1549","","test_10party_mult","Test_multchamet","","","用例142：观众端打开游戏页面查看游戏类型",""
"passed","Thu Aug 03 11:22:06 CST 2023","Thu Aug 03 11:22:18 CST 2023","12086","","test_10party_mult","Test_multchamet","","","用例43：嘉宾端打开个人主页浮窗",""
"passed","Thu Aug 03 11:19:16 CST 2023","Thu Aug 03 11:19:20 CST 2023","4487","","test_10party_mult","Test_multchamet","","","用例27：观众端消息区聊天消息可上滑",""
"passed","Thu Aug 03 11:26:32 CST 2023","Thu Aug 03 11:26:34 CST 2023","2089","","test_10party_mult","Test_multchamet","","","用例56：观众收到上麦邀请检查",""
"passed","Thu Aug 03 11:49:45 CST 2023","Thu Aug 03 11:49:51 CST 2023","6120","","test_10party_mult","Test_multchamet","","","用例144：观众端打开幸运数字游戏",""
"passed","Thu Aug 03 11:16:29 CST 2023","Thu Aug 03 11:16:32 CST 2023","3561","","test_10party_mult","Test_multchamet","","","用例10：交友房封面包含内容--人数",""
"passed","Thu Aug 03 11:16:04 CST 2023","Thu Aug 03 11:16:04 CST 2023","191","","test_10party_mult","Test_multchamet","","","用例4：主播端交友房警告消息检查",""
