"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 06 15:49:30 CST 2023","Wed Sep 06 15:49:31 CST 2023","854","","test_10party_mult","Test_multchamet","","","用例95：主播检查是否收到相机照片",""
"passed","Wed Sep 06 15:46:59 CST 2023","Wed Sep 06 15:46:59 CST 2023","367","","test_10party_mult","Test_multchamet","","","用例77：观众查看是否收到消息",""
"broken","Wed Sep 06 15:59:52 CST 2023","Wed Sep 06 16:00:06 CST 2023","13303","","test_10party_mult","Test_multchamet","","","用例147：10人交友房主播端打开充值页面",""
"passed","Wed Sep 06 15:48:21 CST 2023","Wed Sep 06 15:48:23 CST 2023","2208","","test_10party_mult","Test_multchamet","","","用例87：观众端开启私聊界面翻译功能",""
"passed","Wed Sep 06 15:36:42 CST 2023","Wed Sep 06 15:37:16 CST 2023","33798","","test_10party_mult","Test_multchamet","","","用例50：主播端从交友位移除嘉宾",""
"passed","Wed Sep 06 15:55:36 CST 2023","Wed Sep 06 15:55:54 CST 2023","17753","","test_10party_mult","Test_multchamet","","","用例122：观众端群聊页面发送拍摄图片",""
"passed","Wed Sep 06 15:48:41 CST 2023","Wed Sep 06 15:48:57 CST 2023","15885","","test_10party_mult","Test_multchamet","","","用例90：主播私聊界面发送相册照片",""
"passed","Wed Sep 06 15:29:56 CST 2023","Wed Sep 06 15:30:10 CST 2023","14085","","test_10party_mult","Test_multchamet","","","用例2：默认交友房预览页为10人房",""
"passed","Wed Sep 06 15:54:30 CST 2023","Wed Sep 06 15:54:31 CST 2023","448","","test_10party_mult","Test_multchamet","","","用例113：主播端群聊页面查看是否收到chamet表情",""
"passed","Wed Sep 06 15:30:23 CST 2023","Wed Sep 06 15:30:31 CST 2023","8706","","test_10party_mult","Test_multchamet","","","用例8：上下滑动交友房卡片页",""
"passed","Wed Sep 06 16:00:45 CST 2023","Wed Sep 06 16:00:50 CST 2023","4724","","test_10party_mult","Test_multchamet","","","用例154：观众端上滑动交友房",""
"passed","Wed Sep 06 15:48:57 CST 2023","Wed Sep 06 15:49:13 CST 2023","16591","","test_10party_mult","Test_multchamet","","","用例92：主播私聊界面发送相机照片",""
"passed","Wed Sep 06 15:58:56 CST 2023","Wed Sep 06 15:59:02 CST 2023","6758","","test_10party_mult","Test_multchamet","","","用例140：主播端打开赛车游戏",""
